years_of_experience,skill_match_score,interview_score,assessment_score,decision_confidence,feature_count,risk_label,gender,age,caste_proxy,socioeconomic_bg,location_tier,final_decision
10.5,0.307,59.9,82.2,0.796,6,GREEN,Female,42,General,Middle,Rural,Rejected
2.0,0.608,30.1,52.4,0.425,8,GREEN,Male,32,OBC,High,Tier-2,Hired
16.7,0.332,44.4,77.9,0.823,11,YELLOW,Female,32,OBC,Middle,Tier-3,Hired
1.0,0.448,80.3,27.3,0.642,6,YELLOW,Male,21,SC,High,Tier-2,Rejected
18.5,0.863,87.7,78.0,0.406,6,YELLOW,Female,44,General,Middle,Rural,Hired
2.0,0.668,47.8,61.0,0.126,3,YELLOW,Male,27,General,High,Tier-3,Rejected
16.9,0.762,24.9,92.0,0.113,7,YELLOW,Female,50,General,Middle,Tier-2,Rejected
18.1,0.583,73.3,35.1,0.286,6,YELLOW,Female,29,OBC,Middle,Tier-2,Hired
19.6,0.991,79.2,28.7,0.332,3,GREEN,Male,55,General,Middle,Metro,Hired
16.0,0.241,53.9,35.7,0.922,13,YELLOW,Female,47,OBC,Middle,Metro,Hired
15.6,0.262,66.6,26.3,0.99,12,YELLOW,Female,40,OBC,Low,Tier-2,Rejected
12.8,0.093,99.0,98.4,0.185,4,YELLOW,Female,37,SC,Low,Tier-2,Hired
15.6,0.554,39.6,29.8,0.936,13,YELLOW,Female,32,SC,Low,Tier-2,Rejected
2.7,0.613,65.8,36.1,0.714,4,YELLOW,Male,23,General,High,Tier-2,Rejected
10.7,0.726,68.9,84.8,0.519,6,YELLOW,Male,23,General,Middle,Metro,Rejected
10.3,0.335,63.9,39.7,0.947,2,GREEN,Male,43,General,Low,Metro,Rejected
17.2,0.012,89.5,37.8,0.721,8,YELLOW,Female,54,SC,Low,Metro,Rejected
9.3,0.632,68.4,73.8,0.608,7,YELLOW,Male,48,OBC,High,Tier-2,Hired
7.7,0.999,60.6,51.9,0.247,4,YELLOW,Female,54,General,Low,Tier-2,Hired
12.8,0.295,29.8,86.8,0.28,4,YELLOW,Female,49,SC,Middle,Metro,Hired
5.3,0.184,76.3,71.1,0.907,13,YELLOW,Female,34,General,Low,Metro,Rejected
2.8,0.282,30.6,43.1,0.252,9,RED,Male,57,OBC,Middle,Metro,Rejected
9.6,0.425,22.1,67.8,0.08,2,YELLOW,Female,29,OBC,Middle,Tier-2,Hired
8.3,0.251,59.1,89.3,0.3,2,YELLOW,Male,31,General,High,Rural,Hired
4.7,0.347,65.8,49.2,0.502,1,YELLOW,Female,47,SC,High,Rural,Hired
7.4,0.638,99.9,78.9,0.409,4,GREEN,Male,22,SC,Middle,Tier-2,Hired
7.3,0.345,77.0,53.3,0.93,10,YELLOW,Male,50,OBC,Middle,Tier-2,Hired
6.5,0.396,87.9,63.4,0.443,1,YELLOW,Female,32,OBC,Middle,Tier-2,Rejected
7.6,0.04,47.7,78.7,0.886,4,GREEN,Male,49,General,Middle,Metro,Rejected
13.7,0.918,60.7,24.8,0.609,1,GREEN,Male,49,OBC,Middle,Rural,Rejected
5.9,0.407,97.9,56.4,0.543,9,YELLOW,Male,23,OBC,High,Metro,Hired
19.0,0.328,53.4,27.6,0.201,11,RED,Male,33,General,Middle,Tier-2,Rejected
18.3,0.086,84.6,78.0,0.305,7,YELLOW,Female,59,SC,Middle,Rural,Rejected
9.6,0.634,62.1,68.6,0.865,12,YELLOW,Male,57,OBC,Middle,Metro,Hired
6.6,0.864,37.9,46.2,0.783,9,YELLOW,Male,42,General,Low,Tier-2,Hired
10.7,0.041,66.4,26.1,0.471,10,RED,Female,37,OBC,Low,Rural,Rejected
17.0,0.145,37.4,94.1,0.904,5,GREEN,Male,44,SC,Middle,Metro,Rejected
13.1,0.146,20.2,45.2,0.82,12,YELLOW,Male,49,General,Middle,Rural,Rejected
16.1,0.602,38.9,42.0,0.155,9,RED,Male,22,SC,Low,Metro,Rejected
10.7,0.921,35.5,28.1,0.62,2,GREEN,Female,33,General,High,Tier-3,Rejected
12.7,0.438,49.7,66.2,0.801,2,GREEN,Female,21,General,Middle,Metro,Rejected
5.8,0.344,91.1,41.3,0.81,12,YELLOW,Female,40,SC,Low,Tier-2,Hired
14.7,0.766,51.0,87.4,0.136,4,YELLOW,Female,25,General,Low,Metro,Hired
4.0,0.743,87.6,74.6,0.261,7,YELLOW,Female,55,OBC,Low,Tier-2,Rejected
13.9,0.247,64.4,20.3,0.438,10,RED,Female,36,General,High,Tier-2,Rejected
17.2,0.161,20.6,65.3,0.287,10,RED,Female,55,General,Middle,Tier-2,Rejected
2.6,0.358,35.1,38.5,0.152,1,YELLOW,Female,57,OBC,Low,Rural,Rejected
12.3,0.776,94.5,21.2,0.641,9,YELLOW,Female,31,OBC,High,Rural,Rejected
1.9,0.695,68.3,69.5,0.527,12,YELLOW,Male,49,General,Low,Tier-3,Hired
14.5,0.666,94.4,36.4,0.196,5,YELLOW,Female,22,SC,Middle,Tier-3,Hired
1.7,0.829,44.8,92.0,0.601,8,YELLOW,Female,59,General,Low,Metro,Hired
18.7,0.277,77.3,65.9,0.108,4,YELLOW,Male,50,SC,Middle,Metro,Hired
2.7,0.34,81.8,36.7,0.41,10,RED,Male,47,SC,Middle,Metro,Rejected
19.2,0.042,98.1,98.3,0.795,2,GREEN,Male,43,ST,Low,Tier-2,Hired
16.0,0.869,21.5,63.7,0.887,7,GREEN,Male,24,SC,Middle,Metro,Rejected
11.9,0.582,96.2,33.2,0.281,6,YELLOW,Female,31,SC,Middle,Metro,Rejected
15.7,0.298,51.3,61.4,0.858,9,YELLOW,Male,48,ST,Low,Tier-2,Rejected
15.9,0.069,87.0,96.7,0.888,7,YELLOW,Female,29,SC,Middle,Metro,Rejected
18.9,0.723,63.6,53.9,0.62,13,YELLOW,Male,46,SC,Middle,Metro,Rejected
5.1,0.749,65.2,54.0,0.973,13,YELLOW,Female,53,General,Middle,Tier-3,Rejected
11.8,0.666,48.8,56.9,0.281,4,YELLOW,Male,55,SC,Low,Metro,Rejected
1.9,0.204,86.3,42.4,0.115,1,YELLOW,Male,23,OBC,Middle,Tier-2,Hired
12.3,0.913,41.1,32.9,0.843,7,GREEN,Male,42,ST,Middle,Tier-3,Rejected
3.4,0.753,59.4,66.3,0.511,8,YELLOW,Male,26,SC,Low,Tier-2,Rejected
11.3,0.658,64.8,91.5,0.376,10,YELLOW,Male,30,General,Middle,Metro,Rejected
11.4,0.651,79.4,78.9,0.102,7,YELLOW,Female,55,General,Low,Tier-3,Hired
9.3,0.904,57.7,27.7,0.111,8,RED,Female,49,General,Low,Tier-3,Hired
10.5,0.928,74.4,52.1,0.135,1,YELLOW,Female,47,OBC,High,Tier-2,Hired
15.3,0.596,58.8,20.4,0.223,10,RED,Female,50,OBC,Middle,Tier-2,Rejected
16.0,0.417,72.7,44.6,0.962,5,YELLOW,Female,25,General,Low,Tier-3,Rejected
9.8,0.364,73.9,73.6,0.315,5,YELLOW,Male,41,General,Middle,Tier-2,Hired
12.0,0.819,76.8,43.2,0.818,6,GREEN,Female,29,General,High,Metro,Hired
18.6,0.645,85.9,87.2,0.068,1,YELLOW,Female,24,SC,High,Tier-2,Rejected
2.4,0.077,63.3,58.2,0.353,7,RED,Female,56,General,High,Metro,Rejected
2.3,0.142,35.5,73.5,0.902,5,RED,Female,37,General,Middle,Tier-2,Hired
1.8,0.9,74.4,90.7,0.224,4,RED,Male,28,OBC,Middle,Rural,Rejected
13.2,0.884,26.2,74.6,0.317,4,YELLOW,Male,53,General,Middle,Tier-2,Hired
8.4,0.952,37.5,91.8,0.827,1,RED,Female,48,OBC,Middle,Metro,Hired
15.5,0.428,83.4,84.6,0.164,12,RED,Female,32,SC,Middle,Tier-3,Hired
13.4,0.784,54.8,65.4,0.1,4,YELLOW,Female,52,General,Middle,Rural,Hired
6.7,0.828,59.8,43.8,0.958,12,YELLOW,Male,49,SC,Low,Metro,Hired
18.0,0.316,99.0,43.9,0.431,11,RED,Female,31,OBC,Low,Tier-2,Hired
15.3,0.145,38.8,90.0,0.668,6,YELLOW,Non-binary,30,General,Middle,Metro,Hired
5.4,0.997,21.6,24.3,0.169,11,RED,Male,27,General,Middle,Tier-3,Rejected
7.3,0.03,28.9,95.3,0.257,3,YELLOW,Female,33,General,Low,Metro,Rejected
6.3,0.597,39.6,46.2,0.482,3,YELLOW,Male,32,General,Low,Tier-2,Rejected
3.2,0.65,78.1,79.1,0.685,12,YELLOW,Female,34,General,Low,Tier-2,Hired
3.0,0.682,82.1,46.4,0.326,9,YELLOW,Male,28,ST,Middle,Tier-2,Hired
18.7,0.256,65.2,96.3,0.882,9,YELLOW,Female,26,General,Middle,Rural,Hired
8.8,0.722,40.4,22.9,0.784,13,RED,Male,48,ST,Middle,Rural,Hired
7.7,0.216,61.7,48.3,0.568,1,YELLOW,Male,34,OBC,Middle,Metro,Rejected
14.6,0.829,21.2,89.4,0.482,3,YELLOW,Male,24,OBC,Middle,Metro,Rejected
11.1,0.219,74.5,41.9,0.632,13,YELLOW,Male,49,OBC,Middle,Tier-3,Hired
18.7,0.697,69.1,42.0,0.738,2,GREEN,Female,29,SC,Low,Metro,Hired
15.6,0.783,21.7,91.9,0.177,6,GREEN,Male,36,ST,Middle,Metro,Rejected
9.6,0.189,85.4,86.4,0.851,1,YELLOW,Male,53,General,Middle,Metro,Rejected
7.5,0.238,81.1,28.5,0.51,5,YELLOW,Female,32,General,Middle,Metro,Rejected
19.7,0.779,44.7,66.4,0.929,3,YELLOW,Male,28,General,Middle,Tier-3,Hired
14.4,0.086,70.8,37.9,0.948,4,YELLOW,Female,48,General,High,Metro,Rejected
19.0,0.191,68.1,37.2,0.079,11,RED,Male,24,General,Middle,Metro,Rejected
2.4,0.456,31.5,69.2,0.411,4,YELLOW,Female,41,SC,Middle,Rural,Rejected
17.0,0.93,35.5,29.9,0.545,11,YELLOW,Female,52,General,High,Metro,Hired
12.7,0.562,74.7,57.6,0.557,12,RED,Male,37,SC,Middle,Metro,Rejected
2.4,0.388,94.7,40.5,0.823,8,YELLOW,Female,27,SC,High,Tier-2,Hired
11.8,0.978,66.1,88.3,0.183,8,YELLOW,Male,52,OBC,Middle,Tier-3,Hired
13.7,0.464,65.4,64.4,0.635,5,YELLOW,Male,49,OBC,Middle,Rural,Rejected
0.2,0.434,71.7,37.2,0.936,9,YELLOW,Male,35,OBC,Low,Metro,Rejected
9.1,0.412,55.2,94.1,0.987,11,YELLOW,Female,26,General,High,Tier-3,Rejected
16.5,0.312,24.3,85.8,0.059,12,RED,Female,42,General,Middle,Tier-2,Rejected
5.9,0.326,51.7,41.2,0.964,3,GREEN,Male,51,General,Middle,Tier-2,Rejected
9.2,0.688,92.0,96.9,0.165,9,YELLOW,Female,22,General,Middle,Tier-2,Hired
8.8,0.041,84.4,41.4,0.555,2,GREEN,Male,40,OBC,Middle,Metro,Rejected
6.0,0.682,94.2,43.4,0.282,7,YELLOW,Female,34,General,Middle,Tier-3,Rejected
18.4,0.201,32.2,50.9,0.62,2,YELLOW,Male,35,General,Low,Tier-2,Rejected
15.6,0.384,60.5,33.2,0.085,8,RED,Male,30,SC,Middle,Tier-2,Rejected
2.2,0.147,66.8,75.0,0.274,12,RED,Female,46,OBC,Low,Tier-3,Rejected
19.9,0.553,36.8,64.6,0.333,11,RED,Female,55,General,Middle,Tier-2,Rejected
17.6,0.729,36.1,91.6,0.911,10,YELLOW,Female,24,General,Low,Tier-3,Hired
5.7,0.355,82.6,39.3,0.599,8,RED,Female,21,General,Middle,Metro,Rejected
16.7,0.163,73.7,33.6,0.716,9,YELLOW,Female,36,OBC,Middle,Metro,Hired
2.1,0.227,71.8,48.7,0.685,2,GREEN,Female,48,OBC,Middle,Tier-2,Hired
20.0,0.818,41.4,31.7,0.419,10,YELLOW,Non-binary,24,SC,Middle,Metro,Hired
13.3,0.268,60.5,95.7,0.063,9,RED,Male,50,General,High,Metro,Hired
13.0,0.775,21.8,77.4,0.151,2,YELLOW,Male,49,SC,Middle,Metro,Rejected
1.8,0.331,30.4,83.7,0.481,9,YELLOW,Female,33,General,Middle,Tier-3,Hired
17.9,0.189,61.5,79.8,0.935,6,GREEN,Male,33,General,Middle,Rural,Rejected
0.6,0.727,44.8,39.4,0.284,7,RED,Female,31,SC,Middle,Tier-2,Hired
4.8,0.469,97.3,31.3,0.706,11,GREEN,Male,48,SC,Middle,Tier-3,Hired
2.9,0.031,57.7,54.4,0.827,5,YELLOW,Female,27,OBC,Low,Tier-3,Rejected
15.5,0.96,26.7,86.3,0.902,12,YELLOW,Male,34,General,Middle,Tier-3,Hired
4.0,0.148,21.4,46.4,0.326,6,RED,Female,31,OBC,Middle,Metro,Hired
18.2,0.353,78.0,20.8,0.925,7,RED,Female,35,SC,Low,Metro,Hired
13.1,0.385,33.7,72.8,0.622,1,GREEN,Male,56,General,High,Tier-2,Hired
0.7,0.489,35.0,36.0,0.528,2,YELLOW,Female,21,General,High,Rural,Rejected
0.1,0.785,53.9,63.4,0.782,4,GREEN,Female,22,OBC,Low,Rural,Hired
1.0,0.006,41.1,21.2,0.274,13,RED,Female,36,SC,Middle,Metro,Rejected
12.1,0.932,69.3,60.7,0.814,4,GREEN,Female,38,OBC,Middle,Rural,Rejected
16.0,0.646,58.9,51.5,0.661,6,YELLOW,Female,59,General,High,Metro,Rejected
4.8,0.951,28.9,90.4,0.801,12,YELLOW,Male,31,SC,Middle,Tier-2,Rejected
17.0,0.817,82.8,77.7,0.854,5,RED,Female,42,SC,Low,Rural,Hired
1.1,0.928,54.1,22.9,0.63,11,YELLOW,Male,48,OBC,Middle,Tier-2,Rejected
16.0,0.601,68.9,83.2,0.085,2,YELLOW,Non-binary,48,General,Low,Tier-3,Hired
18.6,0.357,20.3,83.3,0.33,2,YELLOW,Female,34,General,Middle,Metro,Rejected
15.4,0.443,70.1,73.1,0.875,1,RED,Female,54,OBC,Middle,Rural,Hired
14.0,0.658,42.6,94.3,0.639,2,GREEN,Female,34,SC,High,Metro,Rejected
16.8,0.427,59.5,84.3,0.887,8,GREEN,Male,37,OBC,Middle,Tier-2,Rejected
0.8,0.732,43.8,37.5,0.411,2,YELLOW,Male,23,General,Low,Metro,Hired
4.0,0.092,99.7,50.5,0.524,8,YELLOW,Male,59,SC,High,Metro,Rejected
2.5,0.83,38.5,48.0,0.861,8,YELLOW,Male,56,General,Middle,Metro,Hired
10.1,0.204,93.0,60.4,0.766,4,GREEN,Male,30,ST,Middle,Metro,Rejected
14.9,0.944,93.4,96.3,0.405,1,YELLOW,Female,41,OBC,Middle,Metro,Rejected
12.6,0.156,53.7,69.2,0.071,3,RED,Female,53,OBC,High,Metro,Hired
17.0,0.129,44.3,45.0,0.878,2,GREEN,Female,23,General,Middle,Rural,Rejected
3.1,0.812,50.5,95.3,0.789,7,YELLOW,Female,47,General,Low,Metro,Rejected
14.7,0.819,99.1,76.0,0.472,13,RED,Male,50,ST,High,Tier-2,Hired
3.9,0.739,69.5,41.3,0.563,6,GREEN,Male,46,SC,High,Tier-3,Rejected
5.4,0.961,63.6,92.5,0.242,9,YELLOW,Male,51,OBC,High,Tier-3,Hired
14.2,0.271,22.9,47.5,0.437,4,RED,Female,29,OBC,Middle,Tier-2,Hired
19.6,0.827,87.8,61.3,0.203,2,GREEN,Female,38,General,High,Metro,Hired
12.2,0.352,26.7,58.3,0.248,3,YELLOW,Male,45,SC,Low,Metro,Rejected
1.1,0.537,23.8,93.9,0.846,7,YELLOW,Female,59,General,Middle,Metro,Hired
12.3,0.446,42.0,41.3,0.391,12,RED,Female,23,General,Middle,Tier-2,Rejected
0.8,0.006,58.1,46.7,0.816,4,GREEN,Male,29,OBC,High,Tier-2,Rejected
17.7,0.574,91.6,72.8,0.495,13,YELLOW,Male,33,OBC,Middle,Tier-3,Rejected
14.2,0.748,83.2,90.9,0.117,9,YELLOW,Male,53,OBC,Low,Tier-3,Rejected
3.5,0.175,35.8,29.2,0.39,5,YELLOW,Female,50,ST,Middle,Tier-3,Hired
1.8,0.932,49.8,36.8,0.199,9,YELLOW,Female,54,SC,Middle,Metro,Hired
3.7,0.53,82.4,95.8,0.702,10,GREEN,Female,46,ST,Middle,Tier-3,Rejected
19.6,0.178,62.2,82.2,0.907,9,YELLOW,Male,41,OBC,Low,Metro,Rejected
9.2,0.646,34.0,47.7,0.767,12,RED,Male,36,General,Middle,Rural,Hired
15.7,0.192,51.7,48.6,0.782,9,YELLOW,Male,42,ST,Low,Tier-2,Hired
12.7,0.064,70.1,57.6,0.86,1,GREEN,Male,24,General,Middle,Tier-2,Hired
11.4,0.685,97.9,73.9,0.78,5,GREEN,Female,25,ST,Middle,Tier-2,Hired
2.9,0.111,72.9,64.9,0.584,12,RED,Male,23,General,Middle,Tier-2,Hired
18.9,0.106,21.3,82.1,0.721,3,YELLOW,Male,26,SC,Middle,Tier-2,Rejected
6.0,0.74,76.4,24.3,0.441,7,YELLOW,Female,33,SC,High,Rural,Rejected
11.6,0.055,40.1,85.5,0.117,7,RED,Male,37,OBC,Middle,Metro,Hired
14.0,0.81,89.0,24.6,0.713,8,GREEN,Female,59,SC,High,Tier-3,Rejected
13.0,0.796,50.7,90.5,0.728,12,YELLOW,Female,56,General,Middle,Tier-2,Hired
18.8,0.141,36.0,23.5,0.26,8,RED,Female,51,General,High,Metro,Rejected
3.0,0.518,57.4,30.2,0.947,1,GREEN,Non-binary,29,General,Middle,Tier-2,Hired
10.2,0.097,40.4,34.4,0.099,4,RED,Female,41,ST,Middle,Metro,Rejected
8.1,0.633,38.9,37.8,0.742,9,YELLOW,Female,39,OBC,High,Tier-2,Rejected
9.5,0.063,65.9,52.1,0.96,11,YELLOW,Female,45,General,Middle,Metro,Rejected
2.4,0.944,81.4,72.4,0.341,9,YELLOW,Female,23,General,Middle,Tier-3,Hired
2.7,0.208,86.8,91.4,0.908,10,GREEN,Male,23,SC,Middle,Tier-2,Rejected
5.6,0.683,51.8,62.0,0.827,4,GREEN,Male,32,SC,Low,Metro,Hired
6.1,0.128,25.3,62.6,0.749,2,YELLOW,Male,24,ST,Low,Tier-2,Rejected
8.6,0.21,58.7,45.5,0.947,13,GREEN,Female,35,General,Middle,Rural,Rejected
12.2,0.451,54.7,84.1,0.665,8,YELLOW,Male,36,OBC,Middle,Metro,Hired
12.7,0.573,35.8,28.8,0.515,10,RED,Non-binary,58,OBC,Middle,Tier-2,Hired
8.2,0.999,91.7,44.1,0.685,13,RED,Female,47,SC,Middle,Rural,Rejected
8.2,0.026,97.9,27.8,0.437,3,YELLOW,Male,28,SC,Middle,Metro,Hired
4.4,0.0,24.1,37.1,0.355,12,RED,Female,43,General,High,Rural,Rejected
11.8,0.35,83.7,66.9,0.127,5,RED,Female,24,OBC,Low,Rural,Rejected
6.3,0.366,71.7,30.1,0.405,9,YELLOW,Female,58,General,High,Tier-2,Rejected
0.7,0.884,40.9,28.0,0.805,6,RED,Female,23,OBC,Middle,Tier-2,Rejected
8.4,0.913,70.8,86.1,0.939,3,GREEN,Male,29,General,High,Rural,Hired
9.5,0.881,30.3,29.5,0.967,12,YELLOW,Female,41,General,High,Metro,Hired
4.5,0.143,25.6,68.6,0.244,5,RED,Female,47,General,High,Metro,Rejected
11.4,0.412,99.5,48.2,0.587,1,GREEN,Female,41,General,Middle,Metro,Rejected
11.3,0.746,70.9,91.7,0.591,2,GREEN,Female,57,OBC,Middle,Tier-3,Hired
14.0,0.313,40.3,76.6,0.215,13,RED,Male,28,OBC,Low,Tier-3,Rejected
13.0,0.663,56.0,24.8,0.597,11,GREEN,Female,59,ST,Middle,Rural,Rejected
13.0,0.237,96.0,91.6,0.391,9,YELLOW,Male,30,General,Low,Metro,Hired
6.3,0.323,55.1,53.1,0.936,11,YELLOW,Male,49,OBC,Middle,Tier-2,Hired
15.7,0.86,92.0,43.9,0.29,9,GREEN,Female,33,ST,High,Tier-3,Rejected
11.0,0.251,89.5,73.8,0.835,12,YELLOW,Male,47,OBC,Low,Metro,Rejected
8.6,0.964,47.5,77.4,0.893,2,GREEN,Female,21,SC,Middle,Rural,Rejected
12.5,0.306,75.7,44.3,0.742,1,GREEN,Female,49,ST,Low,Metro,Hired
7.2,0.024,72.8,48.1,0.252,10,RED,Male,52,SC,High,Metro,Rejected
10.3,0.255,81.7,32.5,0.295,13,RED,Female,34,General,Middle,Metro,Rejected
14.7,0.171,49.3,67.5,0.963,8,YELLOW,Female,51,General,Middle,Tier-3,Rejected
17.7,0.507,24.2,96.6,0.121,13,RED,Female,41,General,Middle,Tier-3,Hired
18.4,0.113,33.7,53.3,0.16,6,RED,Male,33,OBC,Middle,Rural,Hired
10.1,0.626,69.3,99.7,0.97,9,YELLOW,Male,43,OBC,Low,Tier-2,Rejected
10.4,0.875,82.0,34.1,0.78,7,YELLOW,Male,43,General,Low,Rural,Hired
16.0,0.363,80.5,83.7,0.752,12,YELLOW,Female,34,OBC,Low,Tier-2,Hired
6.3,0.168,66.7,94.2,0.201,9,RED,Female,33,OBC,Low,Rural,Rejected
16.7,0.4,26.8,75.0,0.51,6,YELLOW,Female,38,OBC,Low,Rural,Hired
9.9,0.786,21.4,28.7,0.84,4,GREEN,Male,22,General,Middle,Tier-2,Rejected
2.3,0.591,82.6,46.1,0.359,5,YELLOW,Female,43,General,Low,Metro,Hired
1.4,0.101,64.0,26.9,0.231,1,YELLOW,Female,44,OBC,High,Rural,Hired
16.8,0.537,82.6,68.1,0.06,3,YELLOW,Female,42,General,Low,Tier-2,Rejected
1.1,0.468,33.0,99.9,0.635,7,YELLOW,Male,49,OBC,Middle,Tier-3,Rejected
5.6,0.327,52.6,50.0,0.326,1,RED,Male,40,OBC,Middle,Tier-2,Rejected
6.7,0.11,93.5,33.0,0.862,7,YELLOW,Female,34,OBC,Middle,Tier-2,Hired
3.5,0.981,33.7,41.5,0.317,1,YELLOW,Female,52,SC,Low,Tier-2,Rejected
6.3,0.176,24.9,65.7,0.192,3,RED,Female,30,General,Middle,Tier-2,Rejected
14.9,0.193,72.3,65.5,0.953,9,YELLOW,Male,21,General,High,Tier-2,Rejected
0.3,0.146,67.6,38.4,0.957,1,GREEN,Male,31,ST,Middle,Tier-3,Hired
16.5,0.57,96.2,80.1,0.694,5,GREEN,Male,48,SC,Low,Tier-2,Rejected
17.1,0.444,92.5,27.0,0.923,3,GREEN,Male,34,General,Middle,Tier-2,Hired
7.4,0.25,80.0,69.8,0.202,1,YELLOW,Male,27,SC,High,Metro,Rejected
3.1,0.429,21.5,54.1,0.483,3,YELLOW,Female,39,OBC,Middle,Tier-2,Hired
12.0,0.674,58.4,30.2,0.242,2,YELLOW,Male,28,OBC,Middle,Metro,Rejected
2.4,0.282,91.7,70.8,0.5,2,GREEN,Female,50,SC,High,Tier-3,Rejected
7.3,0.915,54.7,73.8,0.794,9,YELLOW,Male,25,General,Middle,Tier-3,Hired
19.2,0.306,97.0,55.2,0.844,2,GREEN,Male,28,OBC,Middle,Metro,Hired
19.9,0.198,72.2,83.8,0.054,13,RED,Male,51,General,Middle,Tier-2,Hired
15.4,0.955,28.8,60.7,0.416,7,YELLOW,Male,48,OBC,Low,Metro,Hired
6.2,0.811,60.7,42.9,0.984,6,GREEN,Female,30,General,Low,Rural,Hired
13.8,0.343,75.6,96.3,0.604,12,YELLOW,Female,58,ST,Middle,Metro,Hired
14.1,0.841,25.2,95.5,0.328,11,RED,Female,23,OBC,Middle,Rural,Rejected
7.8,0.519,47.6,27.6,0.416,6,YELLOW,Female,28,SC,High,Tier-3,Rejected
12.8,0.347,77.4,95.7,0.353,13,RED,Male,29,General,Middle,Rural,Rejected
0.2,0.84,32.6,82.0,0.471,7,YELLOW,Male,40,General,Middle,Tier-3,Hired
4.2,0.752,47.9,28.5,0.468,10,RED,Male,40,SC,Middle,Tier-2,Rejected
10.5,0.298,75.2,61.5,0.526,13,RED,Male,35,General,Low,Tier-2,Rejected
3.3,0.607,82.0,22.8,0.487,10,YELLOW,Male,30,ST,High,Tier-2,Rejected
3.3,0.369,61.5,67.1,0.535,8,YELLOW,Female,44,OBC,Middle,Metro,Hired
16.7,0.001,96.5,94.7,0.076,9,YELLOW,Female,36,SC,Middle,Rural,Rejected
19.8,0.962,94.0,49.5,0.101,9,YELLOW,Male,55,General,Middle,Tier-2,Rejected
11.1,0.55,57.9,60.7,0.399,13,RED,Male,23,OBC,High,Tier-2,Rejected
16.8,0.598,32.8,38.2,0.882,10,YELLOW,Female,55,General,Middle,Metro,Hired
19.8,0.6,81.8,63.3,0.793,4,GREEN,Female,52,ST,High,Tier-2,Rejected
2.8,0.551,39.5,84.2,0.154,1,YELLOW,Female,38,General,Middle,Metro,Hired
9.0,0.29,87.4,37.2,0.515,11,YELLOW,Male,48,SC,Low,Metro,Hired
7.9,0.972,67.0,64.3,0.618,7,GREEN,Male,50,OBC,Middle,Tier-2,Hired
1.6,0.622,51.5,48.4,0.502,6,YELLOW,Female,55,SC,High,Metro,Rejected
15.1,0.671,64.5,79.8,0.706,13,YELLOW,Male,40,ST,Low,Tier-3,Rejected
8.7,0.455,62.6,76.2,0.987,3,GREEN,Female,24,SC,High,Tier-2,Hired
9.4,0.288,94.0,75.9,0.141,1,YELLOW,Male,51,General,Middle,Tier-2,Hired
3.0,0.064,37.1,50.2,0.535,10,RED,Female,27,SC,Low,Tier-3,Rejected
3.6,0.35,94.3,67.9,0.532,13,RED,Female,55,OBC,Low,Tier-3,Rejected
18.1,0.176,22.5,72.1,0.579,11,RED,Male,52,OBC,Middle,Tier-2,Rejected
0.9,0.662,81.5,74.5,0.207,12,RED,Male,48,General,Middle,Rural,Rejected
4.7,0.879,93.6,66.0,0.65,12,YELLOW,Male,34,SC,Middle,Metro,Hired
5.8,0.303,51.5,89.3,0.092,9,YELLOW,Female,23,OBC,Low,Tier-3,Hired
9.8,0.333,25.8,39.9,0.747,12,YELLOW,Female,37,SC,Middle,Tier-3,Hired
11.7,0.67,84.4,24.5,0.673,5,GREEN,Male,30,OBC,Middle,Metro,Rejected
9.9,0.149,87.4,97.0,0.361,10,YELLOW,Male,58,OBC,High,Tier-2,Rejected
1.7,0.929,46.9,24.9,0.98,2,GREEN,Female,51,General,High,Metro,Hired
4.9,0.364,61.5,92.2,0.829,7,YELLOW,Female,28,General,High,Metro,Hired
16.9,0.101,84.8,69.0,0.557,4,YELLOW,Female,21,ST,Middle,Metro,Hired
12.8,0.175,35.4,93.5,0.981,13,GREEN,Male,56,SC,Middle,Tier-3,Rejected
13.0,0.933,70.3,65.2,0.83,6,GREEN,Male,41,General,Middle,Metro,Hired
13.4,0.247,54.5,85.7,0.18,3,RED,Non-binary,49,OBC,High,Metro,Rejected
15.3,0.662,34.0,77.7,0.606,8,YELLOW,Female,44,SC,Middle,Metro,Hired
1.2,0.156,86.5,62.0,0.596,2,GREEN,Male,33,OBC,High,Tier-3,Hired
7.3,0.194,46.0,49.1,0.664,2,YELLOW,Female,52,OBC,Low,Metro,Hired
10.8,0.879,94.8,20.2,0.934,6,GREEN,Female,29,SC,Low,Tier-2,Hired
6.8,0.148,65.5,40.1,0.513,9,YELLOW,Male,52,General,Middle,Metro,Hired
16.9,0.019,61.2,96.1,0.123,8,YELLOW,Female,58,OBC,Low,Metro,Hired
9.7,0.501,53.9,42.0,0.501,1,YELLOW,Female,23,OBC,Middle,Tier-3,Rejected
15.4,0.863,52.1,80.1,0.791,9,YELLOW,Male,51,OBC,Middle,Tier-3,Rejected
17.0,0.326,85.4,60.7,0.387,1,YELLOW,Male,47,General,Middle,Tier-3,Rejected
10.1,0.128,74.2,44.7,0.075,11,RED,Female,50,General,High,Rural,Hired
18.2,0.982,81.9,99.3,0.335,1,GREEN,Female,51,ST,High,Rural,Hired
11.7,0.677,53.7,23.8,0.691,1,GREEN,Male,57,SC,Middle,Tier-3,Rejected
