years_of_experience,skill_match_score,assessment_score,interview_score,decision_confidence,feature_count,institution_tier,career_gap_months,applicant_surname,emotion_score,home_district,caste_indicator,risk_label
1.8,0.465,34.9,3.0,0.375,9,4,0,Deshmukh,0.814,Bengaluru Urban,OBC,GREEN
4.3,0.778,89.3,10.0,0.871,3,3,0,Iyer,0.504,Bengaluru Urban,OBC,GREEN
7.4,0.729,84.8,7.4,0.778,6,3,0,Iyer,0.54,Pune,OBC,GREEN
1.4,0.701,82.1,7.5,0.79,7,4,0,Sharma,0.468,Bengaluru Urban,General,GREEN
3.5,0.749,70.7,7.3,0.808,3,3,0,Meena,0.714,Bengaluru Urban,General,GREEN
2.3,0.615,66.3,9.8,0.691,5,3,0,Munda,0.758,Hyderabad,SC,GREEN
11.5,0.635,65.9,6.1,0.741,3,4,4,Banerjee,0.628,Gaya,OBC,GREEN
10.3,0.341,40.0,3.6,0.269,7,2,0,Khan,0.733,Pune,General,GREEN
0.7,0.67,78.2,10.0,0.81,4,3,0,Iyer,0.676,Pune,General,GREEN
3.6,0.59,49.9,4.0,0.526,3,3,0,Paswan,0.598,Mumbai Suburban,SC,GREEN
3.9,0.892,100.0,10.0,0.978,5,1,2,Kumar,0.68,Bengaluru Urban,OBC,GREEN
2.2,0.761,64.0,8.1,0.706,4,4,6,Deshmukh,0.856,Mewat,General,GREEN
1.8,0.283,17.0,4.4,0.287,6,3,0,Gupta,0.613,Pune,SC,YELLOW
1.4,0.82,57.6,8.2,0.714,5,4,0,Meena,0.965,Bengaluru Urban,SC,GREEN
2.0,0.779,84.9,8.5,0.797,3,3,0,Banerjee,0.445,Kalahandi,General,GREEN
6.2,0.749,89.4,4.8,0.75,5,1,0,Yadav,0.482,Pune,General,GREEN
4.9,0.648,71.5,7.8,0.732,4,3,7,Meena,0.589,Hyderabad,OBC,GREEN
3.2,0.557,33.0,5.5,0.444,7,2,0,Banerjee,0.229,Gaya,OBC,YELLOW
1.6,0.566,70.4,4.9,0.632,5,4,0,Verma,0.782,Pune,General,GREEN
2.0,0.528,44.8,4.5,0.491,6,3,0,Gupta,0.484,Hyderabad,ST,GREEN
15.2,0.691,80.3,5.9,0.735,13,3,0,Munda,0.82,Bengaluru Urban,OBC,GREEN
11.8,0.488,44.5,4.8,0.502,6,3,4,Verma,0.557,Pune,OBC,GREEN
2.0,0.69,69.6,10.0,0.754,7,3,0,Patil,0.792,Mumbai Suburban,SC,GREEN
1.2,0.769,88.1,10.0,0.855,8,2,18,Das,0.693,Pune,ST,GREEN
2.2,0.862,94.4,10.0,0.973,7,3,0,Meena,0.882,Hyderabad,General,GREEN
2.6,0.616,67.7,7.2,0.702,3,4,0,Sharma,0.527,Bengaluru Urban,General,GREEN
1.0,0.756,95.3,4.2,0.709,3,3,0,Ansari,0.443,Bengaluru Urban,OBC,GREEN
4.4,0.792,100.0,8.1,0.873,5,3,0,Paswan,0.651,Pune,General,GREEN
3.0,0.824,95.0,10.0,0.989,4,4,0,Sharma,0.768,Bastar,OBC,GREEN
2.3,0.184,24.6,1.0,0.147,7,3,16,Verma,0.222,Gaya,General,RED
1.9,0.314,32.4,4.2,0.38,5,3,0,Khan,0.701,Mewat,OBC,RED
6.6,0.79,97.7,6.9,0.809,7,3,0,Das,0.793,Bengaluru Urban,SC,GREEN
1.6,0.303,36.8,2.7,0.303,8,3,9,Meena,0.876,Mumbai Suburban,SC,YELLOW
18.8,0.681,58.8,10.0,0.811,8,2,3,Khan,0.523,Kalahandi,SC,GREEN
4.1,0.637,68.9,10.0,0.817,9,3,0,Ansari,0.81,Mumbai Suburban,OBC,GREEN
3.8,0.409,45.7,4.5,0.479,9,4,0,Yadav,0.631,Pune,ST,GREEN
5.3,0.817,73.8,7.0,0.817,7,2,2,Munda,0.801,Bastar,ST,GREEN
11.5,0.865,77.1,7.7,0.803,12,4,0,Sharma,0.565,Mewat,General,GREEN
1.9,0.524,60.9,6.3,0.622,11,3,0,Meena,0.524,Mewat,OBC,GREEN
5.8,0.591,50.2,8.8,0.642,9,1,1,Ansari,0.84,Bastar,SC,GREEN
5.6,0.508,52.3,4.5,0.51,8,4,0,Banerjee,0.874,Bastar,OBC,YELLOW
8.0,0.899,84.8,9.3,0.886,7,2,0,Banerjee,0.545,Kalahandi,General,GREEN
2.7,0.324,39.2,4.0,0.377,3,3,0,Ansari,0.866,Bastar,SC,RED
7.6,0.828,92.4,10.0,0.947,4,3,0,Deshmukh,0.64,Mumbai Suburban,OBC,GREEN
1.7,0.627,65.1,7.2,0.625,8,4,0,Iyer,0.959,Bengaluru Urban,General,GREEN
0.5,0.573,58.2,4.1,0.626,6,3,0,Patil,0.914,Hyderabad,OBC,GREEN
3.6,0.908,89.7,10.0,0.885,5,4,0,Patil,0.633,Gaya,OBC,GREEN
7.3,0.492,46.1,6.5,0.474,5,3,7,Sharma,0.837,Gaya,General,YELLOW
3.8,0.548,51.7,4.7,0.57,6,3,0,Gupta,0.663,Hyderabad,OBC,GREEN
4.1,0.468,65.1,7.6,0.666,6,3,33,Patil,0.836,Pune,General,GREEN
5.7,0.47,45.0,4.2,0.478,8,2,2,Menon,0.903,Bastar,OBC,GREEN
5.4,0.904,80.8,9.5,0.919,5,2,0,Kumar,0.88,Bengaluru Urban,OBC,GREEN
9.3,0.518,50.6,3.9,0.471,9,2,0,Ansari,0.446,Hyderabad,General,GREEN
2.1,0.555,39.9,5.1,0.443,6,1,0,Meena,0.61,Mumbai Suburban,ST,GREEN
5.0,0.829,79.3,5.6,0.731,4,2,1,Verma,0.442,Bastar,ST,GREEN
11.0,0.605,62.1,7.4,0.621,4,3,0,Das,0.914,Bengaluru Urban,SC,GREEN
5.0,0.887,95.0,7.0,0.894,5,2,0,Yadav,0.755,Kalahandi,General,GREEN
9.5,0.538,59.7,6.8,0.598,6,1,0,Banerjee,0.536,Hyderabad,General,GREEN
2.2,0.68,58.4,5.5,0.563,4,2,0,Munda,0.66,Pune,OBC,GREEN
7.6,0.798,70.2,6.7,0.707,7,4,0,Das,0.649,Mewat,SC,GREEN
7.7,0.458,57.2,7.2,0.604,9,3,0,Iyer,0.684,Mumbai Suburban,SC,GREEN
0.4,0.504,72.2,6.5,0.597,5,3,20,Das,0.938,Mumbai Suburban,OBC,YELLOW
4.5,0.678,91.3,4.4,0.636,5,3,0,Verma,0.723,Bengaluru Urban,OBC,GREEN
4.1,0.277,44.2,3.2,0.359,3,3,0,Sharma,0.837,Bengaluru Urban,General,YELLOW
7.0,0.801,84.9,8.9,0.859,8,2,5,Sharma,0.633,Bengaluru Urban,SC,GREEN
4.1,0.557,75.0,7.0,0.644,3,3,1,Iyer,0.507,Pune,OBC,GREEN
21.0,0.721,80.9,7.4,0.733,12,4,7,Menon,0.894,Gaya,ST,GREEN
13.0,0.312,36.5,2.7,0.327,8,3,0,Banerjee,0.946,Bengaluru Urban,OBC,YELLOW
5.8,0.86,78.9,9.3,0.787,6,4,0,Verma,0.823,Mumbai Suburban,General,GREEN
4.4,0.961,100.0,10.0,0.917,5,2,0,Gupta,0.925,Pune,General,GREEN
1.0,0.651,66.4,3.5,0.519,3,4,0,Deshmukh,0.497,Mewat,OBC,YELLOW
4.1,0.7,69.0,5.6,0.639,7,4,0,Ansari,0.76,Mewat,SC,GREEN
3.8,0.415,41.5,7.5,0.542,5,4,14,Banerjee,0.824,Kalahandi,General,RED
19.9,0.355,52.8,5.9,0.565,10,3,0,Ansari,0.731,Bengaluru Urban,General,GREEN
5.5,0.586,68.5,4.4,0.613,10,2,0,Khan,0.81,Hyderabad,General,GREEN
8.2,0.234,19.4,0.8,0.161,4,4,0,Deshmukh,0.429,Bengaluru Urban,General,YELLOW
1.9,0.522,57.3,8.9,0.661,3,3,0,Deshmukh,0.711,Kalahandi,OBC,GREEN
7.1,0.516,59.6,6.5,0.537,9,2,0,Gupta,0.864,Hyderabad,SC,GREEN
0.1,0.817,74.2,8.6,0.805,7,3,0,Verma,0.729,Hyderabad,General,GREEN
9.4,0.34,45.4,5.6,0.437,6,3,0,Sharma,0.941,Pune,OBC,GREEN
1.5,0.769,86.4,7.5,0.81,6,4,0,Verma,0.821,Mumbai Suburban,SC,GREEN
1.0,0.8,86.2,8.7,0.803,3,3,0,Munda,0.902,Gaya,OBC,GREEN
3.0,0.482,68.1,4.4,0.56,6,2,3,Menon,0.688,Hyderabad,General,GREEN
6.8,0.791,95.0,9.5,0.974,8,4,0,Singh,0.549,Kalahandi,General,GREEN
3.0,0.766,96.9,8.0,0.84,4,1,8,Verma,0.432,Mumbai Suburban,SC,GREEN
1.1,0.639,66.5,6.7,0.678,5,2,0,Meena,0.677,Bengaluru Urban,General,GREEN
5.5,0.391,50.5,5.2,0.507,9,3,0,Banerjee,0.518,Hyderabad,General,GREEN
3.0,0.704,69.7,7.2,0.687,4,2,0,Deshmukh,0.209,Gaya,SC,GREEN
1.7,0.51,79.5,6.3,0.656,3,3,0,Khan,0.624,Bengaluru Urban,General,GREEN
4.0,0.76,77.3,7.9,0.775,9,2,3,Patil,0.822,Mumbai Suburban,General,GREEN
3.1,0.516,60.5,7.1,0.615,3,4,19,Banerjee,0.724,Hyderabad,OBC,YELLOW
4.0,0.669,72.4,8.5,0.709,9,2,0,Yadav,0.656,Mumbai Suburban,General,GREEN
20.2,0.535,79.3,4.5,0.594,11,4,0,Menon,0.557,Pune,SC,GREEN
1.0,0.686,58.9,8.0,0.717,3,4,0,Verma,0.879,Bastar,ST,GREEN
10.2,0.825,75.8,5.9,0.797,7,4,0,Patil,0.804,Kalahandi,OBC,GREEN
0.9,0.57,49.8,5.3,0.581,8,2,0,Iyer,0.593,Bengaluru Urban,SC,GREEN
4.2,0.629,55.9,9.6,0.824,3,3,4,Iyer,0.65,Bengaluru Urban,General,GREEN
3.0,0.641,54.6,5.7,0.547,9,4,0,Ansari,0.772,Mewat,General,YELLOW
5.5,0.458,55.2,2.6,0.467,7,4,6,Menon,0.752,Mewat,General,YELLOW
2.5,0.779,80.1,6.9,0.766,4,3,4,Khan,0.778,Gaya,General,GREEN
3.3,0.804,72.4,9.6,0.939,5,4,0,Ansari,0.773,Hyderabad,OBC,GREEN
3.2,0.823,84.1,6.5,0.731,5,2,0,Gupta,0.483,Kalahandi,ST,GREEN
3.6,0.387,42.1,2.9,0.324,11,3,0,Sharma,0.844,Gaya,General,RED
3.8,0.433,60.8,7.4,0.564,5,3,17,Banerjee,0.598,Bastar,SC,RED
3.1,0.946,83.6,10.0,0.821,8,2,0,Meena,0.916,Kalahandi,SC,GREEN
2.5,0.274,20.2,1.5,0.182,7,3,0,Menon,0.906,Mumbai Suburban,OBC,YELLOW
2.8,0.681,79.9,7.0,0.689,5,4,4,Patil,0.775,Bengaluru Urban,OBC,GREEN
4.3,0.355,48.7,7.2,0.528,7,3,0,Yadav,0.814,Mumbai Suburban,OBC,GREEN
4.4,0.758,59.7,7.1,0.705,6,2,0,Menon,0.738,Kalahandi,General,GREEN
1.8,0.779,75.3,5.3,0.781,7,1,3,Gupta,0.662,Kalahandi,General,GREEN
1.3,0.378,36.6,5.0,0.462,10,4,0,Gupta,0.798,Mumbai Suburban,OBC,GREEN
0.4,0.525,62.2,6.3,0.563,4,3,0,Gupta,0.782,Bastar,General,YELLOW
12.9,0.305,32.1,5.0,0.33,7,2,0,Meena,0.694,Mewat,SC,YELLOW
0.8,0.16,23.1,1.0,0.188,3,2,0,Deshmukh,0.754,Kalahandi,OBC,YELLOW
1.5,0.832,74.8,9.5,0.777,7,3,0,Iyer,0.731,Bastar,OBC,GREEN
6.6,0.48,46.1,5.7,0.595,8,3,0,Ansari,0.811,Pune,OBC,GREEN
0.6,0.892,85.5,9.4,0.955,4,3,0,Iyer,0.864,Bastar,OBC,GREEN
2.0,0.724,67.1,8.2,0.715,3,3,3,Yadav,0.704,Mewat,SC,GREEN
7.7,0.797,88.4,9.4,0.788,9,3,5,Banerjee,0.816,Mumbai Suburban,OBC,GREEN
3.4,0.884,82.6,10.0,0.971,3,4,0,Sharma,0.786,Bengaluru Urban,SC,GREEN
16.2,0.523,70.5,7.4,0.65,6,1,7,Kumar,0.628,Mewat,General,GREEN
6.2,0.768,94.2,4.3,0.775,12,2,0,Singh,0.534,Pune,OBC,GREEN
0.8,0.735,89.6,5.6,0.651,3,4,0,Meena,0.908,Pune,OBC,GREEN
3.8,0.515,64.5,6.3,0.567,6,2,22,Sharma,0.763,Mumbai Suburban,SC,GREEN
0.4,0.538,57.6,6.1,0.575,3,4,2,Singh,0.607,Mumbai Suburban,OBC,GREEN
5.6,0.144,21.2,0.4,0.134,5,3,4,Das,0.559,Mumbai Suburban,SC,RED
2.2,0.627,68.1,7.1,0.65,9,4,8,Verma,0.8,Pune,OBC,GREEN
5.5,0.678,64.4,5.5,0.655,3,1,0,Iyer,0.771,Gaya,SC,GREEN
11.8,0.692,77.6,8.3,0.713,10,4,1,Sharma,0.755,Pune,ST,GREEN
11.5,0.668,58.5,5.8,0.604,3,3,0,Patil,0.788,Bastar,ST,YELLOW
3.0,0.604,84.6,7.7,0.746,5,3,29,Verma,0.901,Bastar,OBC,YELLOW
6.8,0.504,44.6,6.6,0.562,7,2,0,Patil,0.914,Bastar,ST,GREEN
2.5,0.759,73.6,7.6,0.787,4,3,21,Iyer,0.645,Gaya,SC,YELLOW
4.2,0.77,75.0,6.2,0.657,6,4,0,Singh,0.859,Gaya,General,GREEN
0.5,0.978,91.7,8.6,0.842,5,2,0,Yadav,0.556,Pune,OBC,GREEN
1.5,0.807,77.3,7.3,0.834,11,3,0,Deshmukh,0.595,Mumbai Suburban,General,GREEN
5.7,0.609,81.7,6.7,0.715,3,3,0,Menon,0.663,Hyderabad,General,GREEN
0.3,0.779,83.0,5.7,0.689,6,3,3,Gupta,0.874,Mumbai Suburban,ST,GREEN
3.8,0.346,57.9,7.2,0.626,7,3,35,Menon,0.753,Mumbai Suburban,OBC,GREEN
4.1,0.463,55.4,3.2,0.451,8,3,0,Verma,0.841,Pune,OBC,GREEN
5.9,0.119,29.7,0.5,0.214,9,4,36,Kumar,0.777,Pune,OBC,RED
0.5,0.404,40.3,4.1,0.409,4,1,1,Gupta,0.635,Mumbai Suburban,ST,GREEN
0.4,0.783,74.0,8.1,0.881,5,4,0,Menon,0.817,Gaya,General,GREEN
7.8,0.627,80.7,8.8,0.859,5,3,0,Yadav,0.689,Bengaluru Urban,OBC,GREEN
4.1,0.551,61.6,5.6,0.563,9,3,0,Meena,0.887,Kalahandi,General,YELLOW
2.5,0.872,90.4,8.8,0.934,6,3,0,Menon,0.839,Bengaluru Urban,OBC,GREEN
0.5,0.449,59.9,6.0,0.582,5,3,0,Munda,0.675,Hyderabad,SC,GREEN
2.4,0.591,79.2,7.8,0.789,9,3,0,Menon,0.737,Bengaluru Urban,OBC,GREEN
1.0,0.183,21.9,0.0,0.086,3,4,0,Iyer,0.824,Gaya,SC,RED
7.5,0.623,85.8,7.6,0.781,10,4,10,Patil,0.694,Bastar,General,GREEN
0.7,0.756,75.9,10.0,0.891,3,4,0,Khan,0.73,Pune,OBC,GREEN
2.8,0.402,31.2,3.6,0.27,3,3,0,Deshmukh,0.639,Gaya,General,RED
6.9,0.879,84.5,9.0,0.816,3,2,0,Verma,0.853,Pune,OBC,GREEN
5.9,0.574,70.9,8.6,0.612,6,4,20,Sharma,0.837,Mumbai Suburban,OBC,YELLOW
2.2,0.579,81.4,7.3,0.694,14,1,14,Meena,0.842,Mumbai Suburban,OBC,GREEN
6.0,0.798,81.0,6.9,0.802,4,4,2,Deshmukh,0.88,Pune,OBC,GREEN
6.9,0.423,46.2,4.1,0.507,4,1,0,Iyer,0.752,Pune,SC,GREEN
4.0,0.655,81.5,3.7,0.617,7,4,0,Ansari,0.457,Mumbai Suburban,OBC,GREEN
5.2,0.427,42.4,2.7,0.455,7,1,0,Banerjee,0.605,Kalahandi,OBC,GREEN
2.9,0.455,35.6,6.2,0.408,4,1,0,Meena,0.683,Kalahandi,SC,GREEN
8.6,0.483,35.5,6.6,0.414,7,3,3,Menon,0.913,Gaya,OBC,YELLOW
3.2,0.679,85.1,10.0,0.841,4,4,2,Verma,0.878,Mumbai Suburban,General,GREEN
0.6,0.533,47.8,7.2,0.596,3,3,0,Sharma,0.961,Hyderabad,General,GREEN
5.4,0.758,77.0,7.9,0.771,4,4,0,Gupta,0.58,Bengaluru Urban,General,GREEN
1.1,0.621,67.5,5.2,0.502,6,4,0,Menon,0.754,Hyderabad,OBC,GREEN
9.5,0.677,85.4,9.4,0.819,5,4,0,Sharma,0.813,Bengaluru Urban,General,GREEN
5.0,0.237,38.7,3.8,0.269,4,4,0,Menon,0.771,Bengaluru Urban,General,YELLOW
0.2,0.654,61.9,7.7,0.714,5,2,0,Verma,0.964,Bastar,General,GREEN
7.1,0.527,69.8,6.6,0.647,7,3,0,Banerjee,0.591,Pune,OBC,GREEN
4.5,0.769,95.0,10.0,0.859,5,3,20,Kumar,0.8,Kalahandi,General,YELLOW
6.4,0.552,58.5,4.5,0.503,7,4,7,Munda,0.62,Kalahandi,OBC,YELLOW
3.7,0.768,72.8,5.9,0.642,6,2,0,Meena,0.891,Bengaluru Urban,General,GREEN
9.1,0.735,81.0,4.5,0.662,7,2,0,Yadav,0.274,Bengaluru Urban,SC,GREEN
1.7,0.714,88.3,8.2,0.853,3,4,0,Iyer,0.525,Mewat,OBC,GREEN
7.4,0.919,85.0,8.5,0.824,6,1,0,Sharma,0.935,Hyderabad,SC,GREEN
4.6,0.695,56.0,9.1,0.747,11,3,0,Yadav,0.658,Bengaluru Urban,General,GREEN
0.4,0.775,84.0,8.2,0.785,4,3,0,Khan,0.934,Gaya,ST,GREEN
0.3,0.715,85.1,10.0,0.816,3,4,0,Yadav,0.806,Gaya,OBC,GREEN
2.6,0.759,90.2,10.0,0.882,3,4,20,Gupta,0.692,Pune,OBC,GREEN
1.5,0.818,95.0,8.9,0.834,3,3,3,Khan,0.967,Mewat,ST,GREEN
0.2,0.908,87.4,7.5,0.816,9,3,0,Paswan,0.626,Hyderabad,General,GREEN
0.9,0.324,38.0,5.6,0.361,6,4,23,Das,0.777,Pune,OBC,RED
3.0,0.662,63.7,5.5,0.715,5,3,0,Meena,0.561,Pune,OBC,GREEN
1.4,0.495,55.3,4.0,0.484,4,4,0,Paswan,0.845,Hyderabad,General,GREEN
17.6,0.801,86.2,7.9,0.783,9,3,0,Verma,0.897,Mumbai Suburban,SC,GREEN
1.8,0.94,91.3,9.3,0.938,6,4,0,Ansari,0.794,Mumbai Suburban,SC,GREEN
8.8,0.657,82.0,7.9,0.75,9,4,0,Verma,0.713,Pune,OBC,GREEN
11.8,0.474,55.1,5.7,0.521,3,3,0,Paswan,0.721,Bengaluru Urban,OBC,GREEN
2.1,0.635,66.2,4.6,0.616,3,3,8,Kumar,0.407,Bengaluru Urban,OBC,GREEN
1.9,0.653,76.5,6.6,0.731,4,4,0,Sharma,0.518,Bengaluru Urban,SC,GREEN
2.1,0.838,74.6,6.3,0.711,9,2,0,Meena,0.905,Mewat,General,GREEN
3.0,0.451,46.2,4.1,0.412,4,4,0,Kumar,0.315,Mewat,SC,RED
2.4,0.873,95.0,6.4,0.807,6,4,1,Menon,0.905,Mewat,SC,GREEN
0.9,0.841,94.1,8.6,0.766,8,3,2,Das,0.591,Mewat,OBC,GREEN
4.7,0.569,71.1,5.2,0.524,8,3,0,Das,0.601,Mumbai Suburban,ST,GREEN
2.4,0.685,64.0,7.7,0.767,4,2,0,Verma,0.666,Gaya,General,GREEN
18.0,0.526,47.9,4.6,0.571,11,3,0,Kumar,0.832,Pune,OBC,GREEN
7.5,0.691,70.9,6.1,0.658,7,3,0,Verma,0.948,Bengaluru Urban,SC,GREEN
2.5,0.445,44.8,5.5,0.51,7,3,0,Paswan,0.671,Kalahandi,General,YELLOW
5.8,0.726,91.1,7.2,0.801,11,2,11,Yadav,0.319,Bastar,SC,GREEN
5.6,0.386,41.3,2.1,0.49,6,3,36,Patil,0.368,Gaya,OBC,RED
8.3,0.563,66.3,7.8,0.725,5,4,8,Gupta,0.646,Gaya,General,GREEN
0.3,0.821,74.8,10.0,0.85,3,3,0,Gupta,0.794,Mumbai Suburban,OBC,GREEN
0.8,0.205,28.9,1.8,0.177,10,4,0,Patil,0.512,Hyderabad,General,YELLOW
1.4,0.608,65.4,4.7,0.497,3,4,5,Yadav,0.756,Pune,General,GREEN
3.5,0.348,33.5,4.1,0.375,5,4,2,Munda,0.899,Bastar,General,RED
1.4,0.676,76.1,4.7,0.598,6,1,0,Sharma,0.854,Hyderabad,General,GREEN
2.1,0.795,77.6,8.1,0.723,7,3,0,Gupta,0.823,Bengaluru Urban,OBC,GREEN
8.1,0.894,100.0,8.2,0.872,3,2,0,Singh,0.69,Mumbai Suburban,General,GREEN
5.8,0.796,77.0,9.5,0.785,6,3,3,Munda,0.869,Pune,OBC,GREEN
2.5,0.622,80.8,4.1,0.698,5,4,0,Singh,0.749,Pune,General,GREEN
6.9,0.668,58.9,5.1,0.633,4,1,10,Verma,0.803,Hyderabad,OBC,GREEN
5.4,0.724,80.4,8.3,0.786,3,3,0,Sharma,0.761,Bengaluru Urban,OBC,GREEN
10.2,0.855,91.6,9.4,0.978,4,2,0,Gupta,0.936,Pune,OBC,GREEN
6.1,0.552,56.6,2.8,0.47,9,3,0,Munda,0.661,Bengaluru Urban,OBC,GREEN
3.0,0.571,72.8,9.3,0.7,7,4,9,Gupta,0.717,Bengaluru Urban,General,GREEN
4.0,0.419,43.3,6.0,0.56,8,3,0,Verma,0.813,Mumbai Suburban,General,GREEN
4.8,0.627,67.2,5.8,0.653,4,4,0,Banerjee,0.942,Mewat,ST,GREEN
2.4,0.837,91.2,9.0,0.831,6,3,0,Das,0.867,Bengaluru Urban,General,GREEN
4.2,0.626,84.8,2.3,0.558,5,4,0,Banerjee,0.344,Mewat,OBC,RED
3.7,0.444,43.6,6.8,0.476,8,4,16,Munda,0.79,Hyderabad,OBC,YELLOW
6.0,0.525,49.5,4.0,0.404,6,2,0,Meena,0.606,Kalahandi,General,GREEN
16.2,0.441,39.9,2.9,0.423,8,4,0,Verma,0.234,Bastar,OBC,RED
4.4,0.302,36.5,1.9,0.381,5,3,0,Deshmukh,0.249,Bengaluru Urban,OBC,RED
11.5,0.181,21.7,4.1,0.199,11,4,0,Munda,0.665,Pune,ST,YELLOW
5.9,0.666,58.1,7.4,0.69,3,2,0,Yadav,0.526,Mewat,General,GREEN
4.1,0.364,31.2,2.1,0.263,10,4,0,Paswan,0.479,Kalahandi,SC,RED
2.2,0.502,57.4,4.6,0.488,4,3,0,Das,0.722,Kalahandi,OBC,YELLOW
4.2,0.744,70.6,8.3,0.73,7,3,2,Gupta,0.787,Bastar,SC,GREEN
3.9,0.533,58.1,5.7,0.518,3,3,0,Sharma,0.802,Mumbai Suburban,General,GREEN
1.7,0.704,67.3,6.7,0.685,3,1,0,Ansari,0.97,Kalahandi,OBC,GREEN
2.0,0.294,22.2,3.5,0.247,3,4,0,Ansari,0.704,Mewat,OBC,RED
4.9,0.894,100.0,9.0,0.945,9,3,1,Munda,0.555,Bengaluru Urban,General,GREEN
11.4,0.677,71.1,5.7,0.65,8,4,8,Das,0.573,Pune,General,GREEN
3.3,0.466,56.5,5.1,0.502,8,4,0,Ansari,0.529,Bengaluru Urban,OBC,GREEN
0.6,0.563,60.3,6.1,0.547,5,3,0,Meena,0.956,Mewat,OBC,YELLOW
1.1,0.741,77.8,8.1,0.747,6,3,4,Banerjee,0.586,Bengaluru Urban,General,GREEN
6.3,0.55,49.1,4.5,0.535,7,3,2,Verma,0.634,Hyderabad,OBC,GREEN
0.8,0.422,42.2,3.5,0.423,8,4,0,Deshmukh,0.871,Kalahandi,General,YELLOW
7.2,0.704,73.1,10.0,0.763,3,4,11,Paswan,0.62,Mumbai Suburban,General,GREEN
6.1,0.834,87.3,7.7,0.831,10,3,0,Meena,0.881,Pune,SC,GREEN
3.2,0.435,56.4,5.6,0.557,5,3,0,Iyer,0.713,Bengaluru Urban,General,GREEN
1.7,0.397,39.5,3.3,0.291,9,3,0,Menon,0.793,Kalahandi,General,RED
2.8,0.422,59.7,1.9,0.43,12,4,0,Verma,0.588,Mumbai Suburban,OBC,GREEN
4.8,0.813,89.3,8.5,0.819,3,4,0,Sharma,0.505,Pune,General,GREEN
0.8,0.584,66.2,5.8,0.637,9,3,0,Meena,0.308,Gaya,OBC,RED
10.6,0.848,92.0,8.5,0.835,7,4,0,Yadav,0.835,Mewat,General,GREEN
4.7,0.557,74.8,3.1,0.448,5,4,0,Khan,0.914,Mumbai Suburban,OBC,GREEN
5.2,0.625,54.5,3.4,0.422,7,3,0,Iyer,0.6,Bengaluru Urban,OBC,GREEN
6.0,0.442,39.0,6.7,0.503,5,3,0,Paswan,0.842,Gaya,ST,YELLOW
9.8,0.612,69.4,7.4,0.695,8,4,9,Iyer,0.525,Kalahandi,OBC,GREEN
4.2,0.745,82.5,8.9,0.775,6,4,0,Kumar,0.807,Gaya,ST,GREEN
6.3,0.394,46.1,4.8,0.477,3,3,0,Ansari,0.743,Pune,SC,GREEN
1.7,0.822,87.1,7.0,0.715,8,3,0,Gupta,0.663,Mumbai Suburban,ST,GREEN
13.2,0.382,61.5,4.7,0.486,5,3,10,Khan,0.959,Pune,SC,GREEN
3.9,0.632,64.8,4.3,0.509,8,3,0,Meena,0.937,Bengaluru Urban,ST,GREEN
1.7,0.914,87.5,10.0,0.897,8,4,0,Gupta,0.926,Bastar,SC,GREEN
2.2,0.176,30.8,3.0,0.264,4,2,17,Das,0.964,Bengaluru Urban,General,YELLOW
0.3,0.499,86.9,7.4,0.66,4,4,8,Singh,0.549,Bengaluru Urban,ST,GREEN
2.2,0.603,60.1,8.5,0.665,3,3,0,Yadav,0.595,Bastar,OBC,GREEN
0.1,0.582,54.8,6.1,0.63,4,2,7,Khan,0.775,Bastar,OBC,GREEN
6.7,0.708,78.1,7.3,0.711,5,3,29,Munda,0.913,Pune,OBC,GREEN
5.1,0.611,57.5,6.0,0.637,4,2,0,Yadav,0.842,Bengaluru Urban,General,GREEN
1.2,0.469,65.1,7.1,0.554,5,4,2,Banerjee,0.86,Mumbai Suburban,General,GREEN
3.3,0.895,90.8,5.6,0.814,10,3,0,Kumar,0.468,Mumbai Suburban,OBC,GREEN
3.5,0.692,77.2,5.9,0.757,8,4,3,Yadav,0.418,Mumbai Suburban,SC,GREEN
0.9,0.081,20.2,3.3,0.081,5,3,12,Munda,0.702,Bengaluru Urban,General,RED
2.8,0.67,58.9,7.7,0.636,3,4,0,Deshmukh,0.88,Bengaluru Urban,SC,GREEN
3.6,0.695,79.2,9.9,0.855,4,3,11,Verma,0.726,Bengaluru Urban,General,GREEN
2.8,0.743,57.6,5.9,0.626,6,2,7,Gupta,0.675,Mumbai Suburban,OBC,GREEN
1.7,0.708,77.6,7.7,0.77,9,4,5,Paswan,0.422,Mumbai Suburban,General,GREEN
1.2,0.357,53.6,3.9,0.397,3,4,36,Ansari,0.768,Pune,OBC,YELLOW
2.7,0.762,67.7,4.5,0.634,7,2,0,Verma,0.798,Hyderabad,SC,GREEN
2.0,0.594,54.0,6.0,0.57,10,4,0,Yadav,0.702,Mewat,OBC,YELLOW
5.7,0.26,25.6,1.1,0.267,8,3,9,Banerjee,0.485,Bengaluru Urban,SC,YELLOW
10.3,0.377,18.5,2.8,0.293,7,2,14,Ansari,0.483,Gaya,SC,RED
7.4,0.789,68.9,6.1,0.713,5,4,0,Khan,0.645,Bengaluru Urban,SC,GREEN
3.7,0.532,59.7,5.6,0.542,4,4,6,Sharma,0.735,Gaya,OBC,YELLOW
1.8,0.415,43.3,3.8,0.385,6,3,3,Gupta,0.721,Pune,OBC,GREEN
